"SPECIES_SCIENTIFIC","SPECIES_COMMON","DATE OF COLLECTION (DD/MO/YYYY)","TAG .","TL(CM)","PCL (CM)","SEX (M/F)","LOCATION_SPECIFIC","GENERAL GEOGRAPHIC LOCATION","LATITUDE","LONGITUDE","DATATYPE","DAY","MONTH","YEAR"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3512",101,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3511",99,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3513",105,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3515",108,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3516",102,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3510",109,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3528",100,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3501",98,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3530",99,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"DASYATIS CHRYSONOTA","Blue stingray","07 DECEMBER 2011","A3507",47,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3502",106,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"DASYATIS CHRYSONOTA","Blue stingray","07 DECEMBER 2011","A3509",45,NA,"NO SEX","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",54.5,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",48,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",57,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",51,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",59,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",52,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",46,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",52,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",53,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",52,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",55,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",57.5,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",60,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",65.5,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3506",86,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3521",104,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2948",105,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2947",104,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2949",107,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2946",110,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2944",90,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2943",99,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2936",88,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3517",79,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4944",91.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3514",96,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3526",98,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3519",98,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3527",110,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3523",97,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2942",77.4,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",60,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",58.5,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",57,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",56,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",47,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",43,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",47,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","UNKNOWN","UNKNOWN",NA,NA,"NO SEX","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",53,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"NOTORHYNCHUS CEPEDIANUS","Sevengill cowshark","19 OCTOBER 2013","A5995",NA,117.5,"M","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","19","10","2013"
"NOTORHYNCHUS CEPEDIANUS","Sevengill cowshark","19 OCTOBER 2013","A5994",NA,115,"M","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","19","10","2013"
"NOTORHYNCHUS CEPEDIANUS","Sevengill cowshark","19 OCTOBER 2013","A3233",NA,133,"M","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","19","10","2013"
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","2014","finclip only",59,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"PORODERMA PANTHERINUM","Leopard catshark","2014","finclip only",47.5,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING",NA,NA,NA
"CARCHARHINUS BRACHYURUS","Bronze whaler","09 NOVEMBER 2013","finclip only",NA,165,"F","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","09","11","2013"
"CARCHARHINUS BRACHYURUS","Bronze whaler","09 NOVEMBER 2013","A3221",190,NA,"F","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","09","11","2013"
"CARCHARIAS TAURUS","Ragged-tooth shark","09 NOVEMBER 2013","A5992",NA,184,"F","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","09","11","2013"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2939",79,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4919",95,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4928",82.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A287_",78.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4900",89.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4915",82,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4929",83,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A3218",88,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2945",79,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2930",72,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A2933",84,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"DASYATIS CHRYSONOTA","Blue stingray","05 DECEMBER 2011","A3650",71,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","05","12","2011"
"GYMNURA NATALENSIS","Diamond ray","07 DECEMBER 2011","A2931",124,NA,"M","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3624",95,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3627",105,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 DECEMBER 2011","A3628",94,NA,"F","OPPOSITE ST. CROIX ISLAND","Algoa Bay",-33.799881,25.757088,"LINEFISHING","07","12","2011"
"DASYATIS CHRYSONOTA","Blue stingray","30 NOVEMBER 2013","A5989",50,NA,"F","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","30","11","2013"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A4849",279,NA,"F","MACASSAR","False Bay",-34.075643,18.738708,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A4850",233,NA,"F","MACASSAR","False Bay",-34.075643,18.738708,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A5773",167,NA,"F","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A5758",82,NA,"M","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A5754",238,NA,"F","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A5757",138,NA,"M","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A5759",168,NA,"M","TWEEDE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","11","01","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A3230",NA,129,"F","EERSTE BAAI","False Bay",-34.074067,18.680121,"LINEFISHING","11","01","2014"
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","08 JANUARY 2014","finclip only",48.2,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","08","01","2014"
"HAPLOBLEPHARUS EDWARDSII","Puffadder shyshark","08 JANUARY 2014","finclip only",58,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","08","01","2014"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","08 JANUARY 2014","finclip only",56.8,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","08","01","2014"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","09 JANUARY 2014","finclip only",51.2,NA,"M","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","09","01","2014"
"HAPLOBLEPHARUS PICTUS","Dark shyshark","09 JANUARY 2014","finclip only",54,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","09","01","2014"
"PORODERMA PANTHERINUM","Leopard catshark","21 FEBRUARY 2014","A121526",47,NA,"F","OLD HARBOUR","Walker Bay",-34.421092,19.250323,"LINEFISHING","21","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","11 JANUARY 2014","A4590",162,NA,"F","BEESPENS","False Bay",-34.07649,18.605464,"LINEFISHING","11","01","2014"
"MUSTELUS MUSTELUS","Smooth houndshark","11 JANUARY 2014","finclip only",64,NA,"M","BEESPENS","False Bay",-34.07649,18.605464,"LINEFISHING","11","01","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4926",89.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4940",85,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"MUSTELUS MUSTELUS","Smooth houndshark","14 FEBRUARY 2014","A5873",80,NA,"F","DIE DAM","Agulhas",-34.768677,19.686647,"LINEFISHING","14","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4898",80,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4920",86,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"GYMNURA NATALENSIS","Diamond ray","11 FEBRUARY 2014","A3215",102,NA,"M","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","11","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A5881",88.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A3225",77,NA,"M","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A3231",79,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4921",85,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4938",84.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A3222",85,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"MUSTELUS MUSTELUS","Smooth houndshark","13 FEBRUARY 2014","A4875",113.5,NA,"M","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","13","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4933",83,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4925",88,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A498_?",88,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"GYMNURA NATALENSIS","Diamond ray","13 FEBRUARY 2014","A2915",113,NA,"M","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","13","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4941",86,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","24 FEBRUARY 2014","A2866",83,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4924",76,NA,"M","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","27 FEBRUARY 2014","A4839",92,NA,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","27 FEBRUARY 2014","A4813",NA,87,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","24 FEBRUARY 2014","A2867",86,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","24 FEBRUARY 2014","A2916",89,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"TRIAKIS MEGALOPTERUS","Spotted gullyshark","25 FEBRUARY 2014","A2857",149,NA,"M","DIE DAM","Struisbaai",-34.768677,19.686647,"LINEFISHING","25","02","2014"
"CARCHARHINUS BRACHYURUS","Bronze whaler","27 FEBRUARY 2014","A4820",NA,86,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"CARCHARIAS TAURUS","Ragged-tooth shark","10 FEBRUARY 2014","A5879",NA,177,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4949",91,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4917",71,NA,"NO SEX","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A286_",85,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A3224",74,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","10 FEBRUARY 2014","A4934",96,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","10","02","2014"
"DASYATIS CHRYSONOTA","Blue stingray","24 FEBRUARY 2014","A7865",59,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","24 FEBRUARY 2014","A2856",99,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","27 FEBRUARY 2014","A4823",99,NA,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","27 FEBRUARY 2014","A4825",85,NA,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","27 FEBRUARY 2014","A4834 (1)",91,NA,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 MARCH 2012","A3556",86.5,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","07","03","2012"
"CARCHARHINUS BRACHYURUS","Bronze whaler","27 FEBRUARY 2014","A4818",NA,81,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","27 FEBRUARY 2014","A4826",82,NA,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 MARCH 2012","A3561",83.8,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","07","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","07 MARCH 2012","A3617",79,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","07","03","2012"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","24 FEBRUARY 2014","A2881",90,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"TRIAKIS MEGALOPTERUS","Spotted gullyshark","25 FEBRUARY 2014","A2917",143,NA,"M","DIE DAM","Struisbaai",-34.768677,19.686647,"LINEFISHING","25","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","24 FEBRUARY 2014","A6000",91,NA,"F","DIE PLAAT","Struisbaai",-34.746433,20.068497,"LINEFISHING","24","02","2014"
"ACROTERIOBATUS ANNULATUS","Lesser sandshark","27 FEBRUARY 2014","A4814",94,NA,"F","DIE MOND","Struisbaai",-34.716851,20.118269,"LINEFISHING","27","02","2014"
