"SAMPLECODE","Class","Family","Genus","Species","SPECIES_SCIENTIFIC","MaxN","Project name","Institute","Responsible person","Fieldtrip","Date","Location","Management","LATITUDE","LONGITUDE","count","duplicated","DATATYPE","OWNER","DAY","MONTH","YEAR"
"16-03_AMA_144","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-15,"Kei MPA","Amathole MPA_Kei",-32.7534264139831,28.3417110051959,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","04","2016"
"20-01_UPWELLING_008","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-15,"Thyspunt","Exploited",-34.20312,24.73831,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","01","2020"
"20-01_UPWELLING_011","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-15,"Thyspunt","Exploited",-34.20079,24.72448,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","01","2020"
"20-01_UPWELLING_013","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",3,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-15,"Thyspunt","Exploited",-34.20048,24.74424,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","01","2020"
"20-01_UPWELLING_014","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",4,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-15,"Thyspunt","Exploited",-34.1998,24.73635,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","01","2020"
"20-01_UPWELLING_020","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-16,"Seal Point","Exploited",-34.20817,24.80632,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","01","2020"
"21-05_WILD_064","Elasmobranchii","Carcharhinidae","Carcharhinus","falciformis","Carcharhinus falciformis",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-19,"Mapuzi","Exploited",-31.96689,29.1721,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","05","2021"
"20-01_UPWELLING_022","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-16,"Seal Point","Exploited",-34.20945,24.8116,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","01","2020"
"21-05_WILD_070","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.94192,29.31923,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"21-05_WILD_076","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-20,"OS Mdumbi","Exploited",-31.92782,29.28311,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","05","2021"
"21-05_WILD_099","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-25,"Ku-Bhula","Dwesa-Cwebe MPA",-32.22494,28.94296,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","05","2021"
"20-01_UPWELLING_024","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-16,"Seal Point","Exploited",-34.21329,24.81535,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","01","2020"
"20-01_UPWELLING_027","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",2,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-16,"Seal Point","Exploited",-34.21388,24.81875,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","01","2020"
"17-04_NSC-S_048","Elasmobranchii","Rhinidae","Rhynchobatus","djiddensis","Rhynchobatus djiddensis",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-11,"Protea Bank","Exploited",-30.8408,30.47964,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","04","2017"
"20-01_UPWELLING_029","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-16,"Seal Point","Exploited",-34.21532,24.82403,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","01","2020"
"ORI_KZN_115","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-06-14,"Central KZN","Not recorded",-29.2949,31.6328,NA,NA,"BRUVS","ORI","14","06","2014"
"ORI_KZN_126","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2015-06-11,"Central KZN","Not recorded",-29.4681,31.6899,NA,NA,"BRUVS","ORI","11","06","2015"
"13-02_TNP_017","Elasmobranchii","Scyliorhinidae","Poroderma","africanum","Poroderma africanum",3,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","13-02_TNP",2013-02-07,"Rheeders Reef","TNP MPA",-34.02728,23.91511,NA,NA,"BRUVS","NRF-SAIAB MARIP","07","02","2013"
"16-04_AB_31","Elasmobranchii","Squalidae","Squalus","sp.","Squalus sp.",9,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-05-16,"Riy Banks","Exploited",-34.01449,25.86205,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","05","2016"
"ORI_KZN_127","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2015-06-11,"Central KZN","Not recorded",-29.7337,31.1909,NA,NA,"BRUVS","ORI","11","06","2015"
"21-05_WILD_082","Elasmobranchii","Carcharhinidae","Carcharhinus","falciformis","Carcharhinus falciformis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-05_Wild",2021-05-23,"Hluleka","Hluleka MPA",-31.89492,29.37809,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","05","2021"
"ORI_KZN_14","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-05-08,"Central KZN","Not recorded",-29.844,31.12397,NA,NA,"BRUVS","ORI","08","05","2014"
"ORI_KZN_149","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-09,"Central KZN","Not recorded",-29.7529,31.1376,NA,NA,"BRUVS","ORI","09","06","2016"
"16-11_ISI_003","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.4914,32.6997166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"ORI_KZN_15","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-05-08,"Central KZN","Not recorded",-29.84772,31.12513,NA,NA,"BRUVS","ORI","08","05","2014"
"20-02_TNP_001","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",2,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-15,"Rheeders reef","TNP MPA",-34.02819,23.92249,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","02","2020"
"ORI_KZN_151","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-09,"Central KZN","Not recorded",-29.7549,31.1372,NA,NA,"BRUVS","ORI","09","06","2016"
"16-11_ISI_004","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.4914666666667,32.70215,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"ORI_KZN_155","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-10,"Central KZN","Not recorded",-29.8825,31.1608,NA,NA,"BRUVS","ORI","10","06","2016"
"20-02_TNP_002","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-15,"Rheeders reef","TNP MPA",-34.03546,23.90632,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","02","2020"
"ORI_KZN_162","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-15,"Central KZN","Not recorded",-29.5974,31.3278,NA,NA,"BRUVS","ORI","15","06","2016"
"20-02_TNP_003","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-15,"Rheeders reef","TNP MPA",-34.02573,23.91146,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","02","2020"
"16-11_ISI_006","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.4727666666667,32.6988,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"20-02_TNP_004","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-15,"Rheeders reef","TNP MPA",-34.02793,23.91142,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","02","2020"
"20-02_TNP_026","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",2,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-21,"Middle bank","TNP MPA",-34.05984,23.88185,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","02","2020"
"20-02_TNP_032","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-21,"Middle bank","TNP MPA",-34.05508,23.88487,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","02","2020"
"20-02_TNP_035","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-21,"Middle bank","TNP MPA",-34.04579,23.87939,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","02","2020"
"ORI_KZN_203","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2018-05-22,"Central KZN","Not recorded",-29.304067,31.830517,NA,NA,"BRUVS","ORI","22","05","2018"
"20-02_TNP_036","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-21,"Middle bank","TNP MPA",-34.05739,23.8713,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","02","2020"
"16-11_ISI_007","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.4877333333333,32.7010166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"16-03_AMA_149","Elasmobranchii","Myliobatidae","Myliobatis","aquila","Myliobatis aquila",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-16,"Kei MPA","Amathole MPA_Kei",-32.7172604296356,28.4078836999833,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","04","2016"
"20-02_TNP_037","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-21,"Middle bank","TNP MPA",-34.05261,23.87914,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","02","2020"
"ORI_KZN_139","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-07,"Central KZN","Not recorded",-29.7327,31.2518,NA,NA,"BRUVS","ORI","07","06","2016"
"20-02_TNP_043","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-22,"Rheeders reef","TNP MPA",-34.03114,23.94971,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","02","2020"
"ORI_KZN_204","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2018-05-22,"Central KZN","Not recorded",-29.300967,31.827283,NA,NA,"BRUVS","ORI","22","05","2018"
"ORI_KZN_3","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-05-12,"Central KZN","Not recorded",-29.6694,31.2626,NA,NA,"BRUVS","ORI","12","05","2014"
"16-11_ISI_009","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.47075,32.70685,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"20-02_TNP_047","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-22,"Rheeders reef","TNP MPA",-34.02934,23.93856,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","02","2020"
"ORI_KZN_33","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-06-08,"Central KZN","Not recorded",-30.12367,30.94067,NA,NA,"BRUVS","ORI","08","06","2014"
"20-02_TNP_050","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-23,"Middle bank","TNP MPA",-34.05283,23.87122,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","02","2020"
"ORI_KZN_34","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-06-08,"Central KZN","Not recorded",-30.12367,30.9385,NA,NA,"BRUVS","ORI","08","06","2014"
"20-10_RICHARDS BAY_017","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","20-10_SCF",2020-10-27,"Richards Bay","Exploited",-28.890192,32.071738,NA,NA,"BRUVS","NRF-SAIAB MARIP","27","10","2020"
"ORI_KZN_15","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-05-08,"Central KZN","Not recorded",-29.84772,31.12513,NA,NA,"BRUVS","ORI","08","05","2014"
"ORI_KZN_39","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",2,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-06-22,"Central KZN","Not recorded",-30.0806,30.96958,NA,NA,"BRUVS","ORI","22","06","2014"
"ORI_KZN_59","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2014-06-22,"Central KZN","Not recorded",-29.76202,31.18968,NA,NA,"BRUVS","ORI","22","06","2014"
"20-10_UPWELLING_003","Elasmobranchii","Triakidae","Mustelus","mustelus","Mustelus mustelus",1,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-10_Upwelling",2020-10-07,"Thyspunt","Exploited",-34.2007899843156,24.7244799882173,NA,NA,"BRUVS","NRF-SAIAB MARIP","07","10","2020"
"16-11_ISI_010","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-02,"5 Mile","IWP_St Lucia Restricted Zone",-27.4847666666667,32.6913,NA,NA,"BRUVS","NRF-SAIAB MARIP","02","11","2016"
"16-11_ISI_017","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-04,"LMS South","IWP_St Lucia Sanctuary Zone",-27.89605,32.6036166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2016"
"16-11_ISI_019","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-04,"LMS South","IWP_St Lucia Sanctuary Zone",-27.8910833333333,32.6074833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","11","2016"
"16-11_ISI_038","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-08,"White sands canyon","IWP_St Lucia Restricted Zone",-27.4499666666667,32.72345,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","11","2016"
"16-11_ISI_041","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-08,"10 Mile","IWP_St Lucia Restricted Zone",-27.3938166666667,32.7352,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","11","2016"
"16-11_ISI_060","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-09,"Red Sands","IWP_St Lucia Sanctuary Zone",-27.7622666666667,32.6389666666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","11","2016"
"16-11_ISI_072","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-09,"Red Sands","IWP_St Lucia Sanctuary Zone",-27.7877833333333,32.6317833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","11","2016"
"16-11_ISI_073","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-09,"Red Sands","IWP_St Lucia Sanctuary Zone",-27.78525,32.6246166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","11","2016"
"16-11_ISI_091","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-11,"7 Mile","IWP_St Lucia Restricted Zone",-27.4497166666667,32.7153333333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","11","2016"
"16-11_ISI_092","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-11,"7 Mile","IWP_St Lucia Restricted Zone",-27.45815,32.7116166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","11","2016"
"16-11_ISI_093","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-11,"7 Mile","IWP_St Lucia Restricted Zone",-27.4482,32.7211666666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","11","2016"
"16-11_ISI_096","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-14,"2 Mile","IWP_St Lucia Restricted Zone",-27.5173833333333,32.68985,NA,NA,"BRUVS","NRF-SAIAB MARIP","14","11","2016"
"16-11_ISI_116","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","16-11_ISI",2016-11-15,"White sands canyon","IWP_St Lucia Restricted Zone",-27.45045,32.7299166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","11","2016"
"ORI_KZN_77","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2015-06-18,"Central KZN","Not recorded",-30.34845,30.8012,NA,NA,"BRUVS","ORI","18","06","2015"
"17-04_NSC-N_077","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-24,"Hibberdene","Exploited",-30.54361,30.6525,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","04","2017"
"17-04_NSC-N_079","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-26,"Hibberdene","Exploited",-30.54505,30.63771,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","04","2017"
"ORI_KZN_96","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-25,"Central KZN","Not recorded",-29.93582,31.08368,NA,NA,"BRUVS","ORI","25","06","2016"
"ORI_KZN_97","Elasmobranchii","Dasyatidae","Bathytoshia","lata","Bathytoshia lata",1,"ORI KZN","ORI","Wesley Dalton","Central KZN",2016-06-25,"Central KZN","Not recorded",-29.93525,31.08473,NA,NA,"BRUVS","ORI","25","06","2016"
"17-04_NSC-N_080","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-N",2017-04-27,"Hibberdene","Exploited",-30.54916,30.61649,NA,NA,"BRUVS","NRF-SAIAB MARIP","27","04","2017"
"17-06_ISI-MANZ_026","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-19,"Kosi Bay","IWP_Maputaland Sanctuary Zone",-26.89523,32.88554,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","06","2017"
"17-06_ISI-MANZ_031","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-19,"Kosi Bay","IWP_Maputaland Sanctuary Zone",-26.90368,32.89409,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","06","2017"
"17-06_ISI-MANZ_033","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",4,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-19,"Kosi Bay","IWP_Maputaland Sanctuary Zone",-26.90714,32.89343,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","06","2017"
"17-06_ISI-MANZ_045","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-19,"Kosi Bay","IWP_Maputaland Sanctuary Zone",-26.94108,32.8846,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","06","2017"
"17-06_ISI-SOD_005","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",3,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-10,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.47597,32.72231,NA,NA,"BRUVS","NRF-SAIAB MARIP","10","06","2017"
"17-06_ISI-SOD_008","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",2,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-10,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.47358,32.72035,NA,NA,"BRUVS","NRF-SAIAB MARIP","10","06","2017"
"17-06_ISI-SOD_020","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-12,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.46729,32.72704,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","06","2017"
"17-06_ISI-SOD_023","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-12,"Wright Canyon","IWP_St Lucia Restricted Zone",-27.47168,32.72306,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","06","2017"
"17-06_ISI-SOD_081","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",4,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","17-06_ISI",2017-06-25,"Red Sands","IWP_St Lucia Sanctuary Zone",-27.762217,32.63895,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","06","2017"
"15-02_GK_02","Elasmobranchii","Dasyatidae","Bathytoshia","sp.","Bathytoshia sp.",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0785333333333,22.9395833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"17-04_NSC-S_043","Elasmobranchii","Dasyatidae","Bathytoshia","sp.","Bathytoshia sp.",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-11,"Protea Bank","Exploited",-30.82489,30.4955,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","04","2017"
"18-06_ISI_006","Elasmobranchii","Carcharhinidae","Carcharhinus","humani","Carcharhinus humani",1,"iSimangaliso","NRF-SAIAB MARIP","Anthony Bernard","18-06_Isi",2018-06-03,"Diepgat Canyon","IWP_St Lucia Restricted Zone",-27.6074666666667,32.6686,NA,NA,"BRUVS","NRF-SAIAB MARIP","03","06","2018"
